Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Armor2.0,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Custom,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Custom (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Bladesmith's Memory Grips,3992358137,"""6917529094117742999""",,Legendary,Gauntlets,dcv,Hunter,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,5,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Midnight Smith*,Rocket Launcher Loader*,Fastball,Kinetic Weapon Loader,Grenade Launcher Scavenger*,Linear Fusion Rifle Scavenger,,,,,
Ancient Apocalypse Helm,3031848199,"""6917529091594221003""",,Legendary,Helmet,drifter,Titan,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,4,,0,30,0,5,10,5,50,0,0,20,0,5,10,5,40,0,,,Heavy Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Paragon Mod*,Masterwork*,Goldleaf*,Fusion Rifle Targeting*,Pulse Rifle Targeting,Rocket Launcher Reserves,Sniper Rifle Reserves*,,,,,
Mask of the Great Hunt,3838639757,"""6917529068456127452""",,Legendary,Helmet,lastwish,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,4,,10,10,10,5,5,5,45,0,10,0,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Scout Rifle Targeting*,Pump Action,Remote Connection,Grenade Launcher Reserves*,Special Ammo Finder,,,,,,
Gunsmith's Devotion Boots,3163683564,"""6917529090848265038""",,Legendary,Leg Armor,dcv,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,5,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Calus's Treasured*,Fusion Rifle Dexterity*,Submachine Gun Dexterity,Outreach,Auto Rifle Scavenger*,Hand Cannon Scavenger,,,,,
Doom Fang Pauldron,241462141,"""6917529447532718343""",,Exotic,Gauntlets,,Titan,1350,,Stasis Cost,10,Vault,true,true,false,1,1,,11,11,18,9,25,14,88,0,9,9,16,7,23,2,66,0,combatstyle,,Strength Mod*,Grenade Kickstart*,Upgrade Armor*,*,*,*,*,Horns of Doom*,,,,,,,
Prodigal Grasps,2762426792,"""6917529094126783761""",,Legendary,Gauntlets,legendaryengram,Hunter,1350,1060,Arc Damage Resistance,2,Vault,false,true,false,2,4,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Momentum Transfer*,Rifle Loader,Grenade Launcher Scavenger*,Heavy Ammo Finder,,,,,,,
Notorious Sentry Strides,1225148521,"""6917529092256829015""",,Legendary,Leg Armor,gambitprime,Hunter,1350,1060,Solar Damage Resistance,2,Vault,false,true,false,2,6,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Pulse Rifle Dexterity*,Auto Rifle Scavenger*,,,,,,,,,
St0mp-EE5,1245809814,"""6917529078309680308""",,Exotic,Leg Armor,,Hunter,1350,,,,Vault,false,true,false,1,1,,30,0,0,5,5,10,50,0,20,0,0,5,5,10,40,0,,,Hydraulic Boosters*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Recovery Mod*,Bomber*,Primary Ammo Finder*,*,,,,,,,,
Wild Hunt Helm,3887272785,"""6917529800248870612""",,Legendary,Helmet,seasonpass,Titan,1350,,Solar Energy Capacity,3,Vault,true,true,false,4,12,,2,32,10,21,2,10,77,0,2,22,10,21,2,10,67,0,combatstyle,,Resilience Mod*,Upgrade Armor*,*,*,*,*,,,,,,,,,
Bladesmith's Memory Strides,2589473259,"""6917529088506300104""",,Legendary,Leg Armor,dcv,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,false,false,2,5,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,New Age Black Armory*,Rocket Launcher Dexterity,Sidearm Dexterity,Dynamo*,Scout Rifle Scavenger*,Primary Ammo Finder,,,,,
Twisting Echo Strides,337875583,"""6917529558420683042""",,Legendary,Leg Armor,30th,Hunter,1554,,Void Energy Capacity,10,Vault,true,true,false,4,15,,12,9,17,4,17,16,75,0,10,7,15,2,15,14,63,0,combatstyle,,Shotgun Scavenger*,Night's Chill*,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Inaugural Revelry Hood,3738044006,"""6917529092144326477""",,Legendary,Helmet,events,Warlock,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,6,The Revelry,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Remote Connection*,Power Weapon Targeting,Sniper Rifle Reserves*,Special Ammo Finder,Reveler's Antlers*,,,,,,
Ancient Apocalypse Grips,2130645994,"""6917529084012708702""",,Legendary,Gauntlets,drifter,Hunter,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,4,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Paragon Mod*,Tier 1 Armor*,Gambit Leather*,Rocket Launcher Loader*,Impact Induction,Fusion Rifle Scavenger*,Rocket Launcher Scavenger,,,,,
Solstice Robes (Resplendent),2158678429,"""6917529062338165877""",,Legendary,Chest Armor,events,Warlock,1350,1060,,,Vault,false,true,false,1,3,Solstice,10,20,10,5,5,5,55,0,0,20,10,5,5,5,45,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Frumious Blue*,Masterwork Armor*,Arcing Chest Glow*,,,,,,,,,
Notorious Sentry Grips,2628033403,"""6917529096976376102""",,Legendary,Gauntlets,gambitprime,Hunter,1350,1060,Void Damage Resistance,2,Vault,false,true,false,2,6,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Rocket Launcher Loader*,Rocket Launcher Scavenger*,,,,,,,,,
Ego Talon IV,868792277,"""6917529048956001431""",,Legendary,Chest Armor,ikora,Warlock,1350,1060,,,Vault,false,true,false,1,1,,30,0,10,10,5,5,60,0,20,0,10,10,5,5,50,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Masterwork Upgrade*,,,,,,,,,,,
Khepri's Sting,2757274117,"""6917529806510546712""",,Exotic,Gauntlets,,Hunter,1570,,Solar Energy Capacity,2,Vault,true,true,false,2,7,,14,18,2,6,8,19,67,0,14,18,2,6,8,19,67,0,combatstyle,,Upgrade Armor*,*,*,*,*,Touch of Venom*,,,,,,,,,
Notorious Collector Mask,2698109346,"""6917529158986958315""",,Legendary,Helmet,gambitprime,Hunter,1350,1060,Arc Energy Capacity,5,Vault,true,true,false,2,6,,2,13,13,21,2,6,57,0,2,13,13,21,2,6,57,0,legacy,,Sword Ammo Finder*,Sword Ammo Finder*,Upgrade Armor*,*,*,*,*,,,,,,,,
Citan's Ramparts,1190497097,"""6917529261497625893""",,Exotic,Gauntlets,,Titan,1350,,Arc Energy Capacity,10,Vault,true,true,false,3,10,,14,14,19,11,15,9,82,0,12,2,17,9,13,7,60,0,combatstyle,,Resilience Mod*,Upgrade Armor*,*,*,*,*,Assault Barricade*,,,,,,,,
Tusked Allegiance Gloves,119228495,"""6917529795659102895""",,Legendary,Gauntlets,psiops,Warlock,1560,,Stasis Cost,1,Vault,true,true,false,5,16,,2,20,12,16,2,16,68,0,2,20,12,16,2,16,68,0,combatstyle,,Change Energy Type*,*,*,*,*,Uniformed Officer*,,,,,,,,,
Solstice Strides (Majestic),428845810,"""6917529098357325092""",,Legendary,Leg Armor,events,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,false,false,2,7,Solstice,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Iridescent Coral*,Linear Fusion Dexterity,Outreach,Dynamo*,Auto Rifle Scavenger*,Submachine Gun Scavenger,Empty Activity Mod Socket*,Arc Armor Glow*,,,
Legacy's Oath Mask,893751566,"""6917529227240729003""",,Legendary,Helmet,deepstonecrypt,Hunter,1558,,Arc Energy Capacity,10,Vault,true,true,false,4,12,,19,4,14,4,22,11,74,0,17,2,12,2,20,9,62,0,"combatstyle,deepstonecrypt",,Lighthouse Sun*,Upgrade Armor*,*,*,*,*,,,,,,,,,
Solstice Gauntlets (Majestic),2790011330,"""6917529097954166159""",,Legendary,Gauntlets,events,Titan,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,7,Solstice,20,10,0,5,5,5,45,0,10,10,0,5,5,5,35,0,,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Fastball,Impact Induction,Enhanced Rocket Launcher Loader*,Rocket Launcher Scavenger*,Machine Gun Scavenger,Empty Activity Mod Socket*,Solar Armor Glow*,,,,
Inaugural Revelry Mask,1232802389,"""6917529092408502323""",,Legendary,Helmet,events,Hunter,1350,1060,Solar Damage Resistance,2,Vault,false,true,false,2,6,The Revelry,10,10,10,5,5,5,45,0,10,0,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Indigo Matrix*,Heavy Lifting*,Hands-On,Linear Fusion Rifle Reserves*,Sniper Rifle Reserves,Reveler's Antlers*,,,,,
Solstice Plate (Majestic),778247590,"""6917529098245909267""",,Legendary,Chest Armor,events,Titan,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,7,Solstice,10,20,10,5,5,10,60,0,10,10,10,5,5,10,50,0,,,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Impact Mod*,Masterwork*,Unflinching Auto Rifle Aim*,Unflinching Bow Aim,Unflinching Hand Cannon Aim,Sidearm Reserves*,Special Ammo Finder,Empty Activity Mod Socket*,Solar Armor Glow*,,,
Solstice Hood (Majestic),3359671646,"""6917529098944808784""",,Legendary,Helmet,events,Warlock,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,7,Solstice,0,10,20,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Tier 1 Armor*,Scout Rifle Targeting*,Remote Connection,Machine Gun Targeting,Shotgun Reserves*,Sword Reserves,Empty Activity Mod Socket*,Remove Armor Glow*,,,,
Notorious Sentry Mask,3220030412,"""6917529203866739978""",,Legendary,Helmet,gambitprime,Hunter,1350,1060,Arc Energy Capacity,10,Vault,true,true,false,2,6,,9,15,9,11,14,14,72,0,7,13,7,9,12,12,60,0,legacy,,Sword Ammo Finder*,Sword Ammo Finder*,Upgrade Armor*,*,*,*,*,,,,,,,,
Solstice Robes (Majestic),450844637,"""6917529100704236470""",,Legendary,Chest Armor,events,Warlock,1350,1060,Solar Energy Capacity,5,Vault,true,true,false,2,7,Solstice,10,2,10,12,12,2,48,0,10,2,10,12,12,2,48,0,,,Fusion Rifle Reserves*,Fusion Rifle Reserves*,Venomous*,Upgrade Armor*,*,*,*,*,Void Armor Glow*,,,,,,
Iron Symmachy Boots,3753635534,"""6917529091520086024""",,Legendary,Leg Armor,ironbanner,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Bumblebee*,Traction,Dynamo*,Pulse Rifle Scavenger*,Primary Ammo Finder,,,,,,
Wing Contender,1069887756,"""6917529087710214029""",,Legendary,Hunter Cloak,crucible,Hunter,1350,1060,Solar Damage Resistance,2,Vault,false,true,false,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Tier 2 Armor*,Crucible Legacy*,Insulation*,Better Already,Shotgun Reserves*,Rocket Launcher Scavenger,,,,,,,,,
Iron Symmachy Grips,957732971,"""6917529091330916938""",,Legendary,Gauntlets,ironbanner,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,6,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Iron Ruby*,Fastball,Impact Induction*,Grenade Launcher Scavenger*,Machine Gun Scavenger,,,,,,
Inaugural Revelry Boots,4094504409,"""6917529092196413963""",,Legendary,Leg Armor,events,Warlock,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,6,The Revelry,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Linear Fusion Dexterity*,Bomber,Arrow Scavenger*,Scout Rifle Scavenger,,,,,,,
Notorious Reaper Boots,2429433848,"""6917529100266024791""",,Legendary,Leg Armor,gambitprime,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,false,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Super Mod*,Masterwork*,Echoes of Io (Worn)*,Bomber*,Submachine Gun Scavenger*,,,,,,,
Cinder Pinion Cowl,1413409069,"""6917529260887537952""",,Legendary,Helmet,crucible,Hunter,1560,,Solar Energy Capacity,10,Vault,true,true,false,4,12,,4,4,30,4,24,8,74,0,2,2,28,2,22,6,62,0,combatstyle,,Ashes to Assets*,Ashes to Assets*,Night's Chill*,Upgrade Armor*,*,*,*,*,Frostveil Mask*,,,,,,
Transversive Steps,138282166,"""6917529804306970394""",,Exotic,Leg Armor,,Warlock,1570,,Arc Energy Capacity,3,Vault,true,true,false,1,1,,13,14,8,2,6,26,69,0,13,14,8,2,6,26,69,0,combatstyle,,Upgrade Armor*,*,*,*,*,Strange Protractor*,,,,,,,,,
Solstice Gloves (Majestic),2163610255,"""6917529098641187938""",,Legendary,Gauntlets,events,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,false,false,2,7,Solstice,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Grenade Launcher Loader*,Impact Induction,Momentum Transfer,Sniper Rifle Scavenger*,Heavy Ammo Finder,Empty Activity Mod Socket*,Void Armor Glow*,,,,
Crushing Helm (CODA),3976073347,"""6917529448570987204""",,Legendary,Helmet,dungeon,Titan,1560,,Stasis Cost,10,Vault,true,true,false,3,11,,17,4,16,19,24,4,84,0,15,2,14,7,22,2,62,0,combatstyle,,Discipline Mod*,Trace Rifle Ammo Finder*,Trace Rifle Ammo Finder*,Lion's Pride*,Upgrade Armor*,*,*,*,*,Technosaurus Maw*,,,,,
Reverie Dawn Hood,185695659,"""6917529099400958863""",,Legendary,Helmet,dreaming,Warlock,1350,1060,Void Damage Resistance,1,Vault,false,false,false,2,4,,10,0,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Submachine Gun Targeting,Kinetic Weapon Targeting,Enhanced Sniper Rifle Targeting*,Sniper Rifle Reserves*,Heavy Ammo Finder,,,,
Solstice Plate (Majestic),1288683596,"""6917529102128310782""",,Legendary,Chest Armor,events,Titan,1350,1060,Void Energy Capacity,5,Vault,true,true,false,2,7,Solstice,10,2,10,12,12,2,48,0,10,2,10,12,12,2,48,0,,,Hand Cannon Reserves*,Hand Cannon Reserves*,Upgrade Armor*,*,*,*,*,Remove Armor Glow*,,,,,,,
Solstice Bond (Majestic),2999808676,"""6917529098641182350""",,Legendary,Warlock Bond,events,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,false,false,2,7,Solstice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Masterwork*,Innervation*,Better Already,Insulation,Arrow Scavenger*,Rocket Launcher Reserves,Hand Cannon Reserves,Empty Activity Mod Socket*,Void Armor Glow*,,,,,,
Actium War Rig,1591207518,"""6917529203658747569""",,Exotic,Chest Armor,,Titan,1350,,Arc Energy Capacity,10,Vault,true,true,false,1,1,,15,5,31,13,14,11,89,0,3,3,29,11,12,9,67,0,combatstyle,,Mobility Mod*,Machine Gun Reserves*,Machine Gun Reserves*,Upgrade Armor*,*,*,*,*,Grant's Vicksburg*,Auto-Loading Link*,,,,,
Tangled Web Grips,3609169817,"""6917529074889234131""",,Legendary,Gauntlets,legendaryengram,Hunter,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,4,,20,0,10,5,5,5,45,0,10,0,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Impact Mod*,Tier 1 Armor*,Copper and Blood*,Rocket Launcher Loader*,Sniper Rifle Loader,Rocket Launcher Scavenger*,Heavy Ammo Finder,,,,,
Iron Symmachy Plate,3420845681,"""6917529092599578761""",,Legendary,Chest Armor,ironbanner,Titan,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,6,,0,30,10,5,10,5,60,0,0,20,10,5,10,5,50,0,,,Heavy Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Paragon Mod*,Tier 1 Armor*,Iron Ruby*,Unflinching Shotgun Aim*,Unflinching Large Arms,Auto Rifle Reserves*,Scout Rifle Reserves,,,,,
Shadow's Boots,974648224,"""6917529094974393134""",,Legendary,Leg Armor,crownofsorrow,Warlock,1350,1060,Solar Damage Resistance,3,Vault,false,true,false,2,7,,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,Imperial Opulence*,Dynamo,Light Arms Dexterity,Machine Gun Dexterity*,Pulse Rifle Scavenger*,Scout Rifle Scavenger,Empty Activity Mod Socket*,,,,
Reverie Dawn Casque,2824453288,"""6917529090529419427""",,Legendary,Helmet,dreaming,Hunter,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,4,,10,10,10,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Riven's Curse*,Masterwork*,New Monarchy Succession*,Sniper Rifle Targeting*,Heavy Lifting,Precision Weapon Targeting,Sniper Rifle Reserves*,Machine Gun Reserves,,,,
Graviton Forfeit,3926392527,"""6917529100271501503""",,Exotic,Helmet,,Hunter,1560,,,,Vault,false,true,false,1,2,,10,10,10,7,6,7,50,0,10,0,10,7,6,7,40,0,,,Vanishing Shadow*,Plasteel Reinforcement Mod*,Restorative Mod,Paragon Mod*,Heat-Shielded*,Hand Cannon Targeting*,Special Ammo Finder*,*,,,,,,,
Notorious Invader Grips,249655107,"""6917529091526080565""",,Legendary,Gauntlets,gambitprime,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,6,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Noble Constant Red*,Grenade Launcher Loader*,Fusion Rifle Scavenger*,,,,,,,,
Shadow's Mind,1481751647,"""6917529095906617121""",,Legendary,Helmet,crownofsorrow,Warlock,1350,1060,Void Damage Resistance,4,Vault,false,true,false,2,7,,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Impact Mod*,Tier 4 Armor*,Echoes of Io (Worn)*,Scout Rifle Targeting*,Light Reactor,Enhanced Ashes to Assets,Rocket Launcher Reserves*,Special Ammo Finder,Empty Activity Mod Socket*,,,
Inaugural Revelry Vest,862152988,"""6917529092190929586""",,Legendary,Chest Armor,events,Hunter,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,6,The Revelry,10,30,0,5,10,5,60,0,10,20,0,5,10,5,50,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Calus's Selected*,Unflinching Sidearm Aim*,Unflinching Large Arms,Pulse Rifle Reserves*,Scout Rifle Reserves,,,,,,
Candescent Strides,1270288709,"""6917529800240637641""",,Legendary,Leg Armor,events,Hunter,1350,,Solar Energy Capacity,10,Vault,true,true,false,5,17,Solstice,14,22,4,16,17,4,77,0,12,20,2,14,15,2,65,0,combatstyle,,Upgrade Armor*,*,*,*,*,Spark of Resilience*,No Kindling Added*,Small Kindling*,Large Kindling*,Fully Rekindled*,,,,,
Forged Machinist Plate,866063619,"""6917529087488062260""",,Legendary,Chest Armor,,Titan,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,5,,10,20,10,5,5,10,60,0,10,10,10,5,5,10,50,0,,,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Impact Mod*,Tier 1 Armor*,New Age Black Armory*,Unflinching Sniper Aim*,Unflinching Large Arms,Hand Cannon Reserves*,Submachine Gun Reserves,,,,,
Strides of the Great Hunt,3494130310,"""6917529071260508001""",,Legendary,Leg Armor,lastwish,Hunter,1350,1060,Solar Damage Resistance,3,Vault,false,true,false,2,4,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Bow Dexterity,Sniper Rifle Dexterity,Enhanced Hand Cannon Dexterity*,Auto Rifle Scavenger*,Hand Cannon Scavenger,,,,,,
Ego Talon IV,3081969019,"""6917529045915308004""",,Legendary,Gauntlets,ikora,Warlock,1350,1060,,,Vault,false,true,false,1,1,,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork Upgrade*,,,,,,,,,,,
Second Chance,1443166262,"""6917529770485847444""",,Exotic,Gauntlets,lostsectors,Titan,1569,,Stasis Cost,2,Vault,true,true,false,5,17,,2,21,7,21,2,7,60,0,2,21,7,21,2,7,60,0,combatstyle,,Upgrade Armor*,*,*,*,*,Myrmidon's Reach*,,,,,,,,,
Iron Symmachy Robes,3543613212,"""6917529091506967623""",,Legendary,Chest Armor,ironbanner,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,6,,0,30,10,5,5,5,55,0,0,20,10,5,5,5,45,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Super Mod*,Masterwork*,Iron Ruby*,Unflinching Scout Rifle Aim*,Unflinching Shotgun Aim,Auto Rifle Reserves*,Primary Ammo Finder,,,,,
Reverie Dawn Hood,998096007,"""6917529233906259003""",,Legendary,Helmet,dreaming,Warlock,1350,1060,Arc Energy Capacity,5,Vault,true,true,false,2,4,,6,19,6,8,8,10,57,0,6,19,6,8,8,10,57,0,legacy,,Riven's Curse*,Burnished Dreams*,Upgrade Armor*,*,*,*,*,,,,,,,,
Iron Symmachy Strides,2049490557,"""6917529091246760851""",,Legendary,Leg Armor,ironbanner,Hunter,1350,1060,Void Damage Resistance,2,Vault,false,true,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Iron Ruby*,Scout Rifle Dexterity*,Light Arms Dexterity,Auto Rifle Scavenger*,Hand Cannon Scavenger,,,,,,
Exodus Down Gauntlets,1678216306,"""6917529094596773405""",,Legendary,Gauntlets,nessus,Titan,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,7,,0,20,10,5,5,10,50,0,0,10,10,5,5,10,40,0,,,Restorative Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,New Monarchy Succession*,Impact Induction*,Momentum Transfer,Fusion Rifle Scavenger*,Grenade Launcher Scavenger,Empty Activity Mod Socket*,,,,,
Iron Symmachy Hood,3147146325,"""6917529091520087571""",,Legendary,Helmet,ironbanner,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,6,,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Bumblebee*,Auto Rifle Targeting,Heavy Lifting*,Rocket Launcher Reserves*,Special Ammo Finder,,,,,,
Notorious Reaper Robes,2966502282,"""6917529100266026361""",,Legendary,Chest Armor,gambitprime,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,6,,0,10,30,5,5,10,60,0,0,10,20,5,5,10,50,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Super Mod*,Masterwork*,Unflinching Machine Gun*,Special Ammo Finder*,,,,,,,,
Iron Remembrance Legs,2455992644,"""6917529071605118678""",,Legendary,Leg Armor,ironbanner,Warlock,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,4,,10,0,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Rusted Iron*,Bow Dexterity*,Outreach,Hand Cannon Scavenger*,Sidearm Scavenger,,,,,,
Strides of Ascendancy,2054979724,"""6917529167037622952""",,Legendary,Leg Armor,garden,Hunter,1570,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,19,17,11,18,14,8,87,0,7,15,9,16,12,6,65,0,"combatstyle,gardenofsalvation",,Mobility Mod*,Rocket Launcher Scavenger*,Scout Rifle Holster*,Irradiant Charoite*,Upgrade Armor*,*,*,*,*,Frostveil Boots*,,,,,
Getaway Artist,3084282676,"""6917529795809780624""",,Exotic,Gauntlets,,Warlock,1570,,Arc Energy Capacity,10,Vault,true,true,false,2,6,,4,21,13,17,8,10,73,0,2,19,11,15,6,8,61,0,combatstyle,,Upgrade Armor*,*,*,*,*,Dynamic Duo*,,,,,,,,,
Notorious Invader Bond,1576110549,"""6917529094304809129""",,Legendary,Warlock Bond,gambitprime,Warlock,1350,1060,Void Damage Resistance,2,Vault,false,true,false,2,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Super Mod*,Tier 2 Armor*,Better Already*,Fusion Rifle Reserves*,,,,,,,,,,,
Wise Warlock Boots,3471587229,"""6917529029375174285""",,Common,Leg Armor,,Warlock,1350,,,,Vault,false,true,false,1,1,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,
Forged Machinist Gauntlets,89175933,"""6917529088800044394""",,Legendary,Gauntlets,,Titan,1350,1060,Void Damage Resistance,3,Vault,false,true,false,2,5,,10,10,10,5,5,10,50,0,0,10,10,5,5,10,40,0,,,Restorative Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,New Age Black Armory*,Impact Induction*,Light Arms Loader,Fusion Rifle Scavenger*,Heavy Ammo Finder,,,,,,
