Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Energy Capacity,Owner,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Seasonal Mod,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12
Sanguine Alchemy,3070555693,"""6917529886799882742""",infuse,Exotic,Chest Armor,,Warlock,1810,,1,Vault,false,false,1,3,,8,7,18,6,16,9,64,8,7,18,6,16,9,64,,,,Upgrade Armor*,*,*,*,*,Blood Magic*,,,,,,,
"NPA ""Weir-Walker"" Plate",3607600504,"""6917529909369493666""",,Legendary,Chest Armor,seasonpass,Titan,1800,,10,Vault,true,false,6,21,,4,25,8,31,4,4,76,2,23,6,29,2,2,64,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Sonar Amplifier*,,,,,,,
Omnioculus,1935198785,"""6917529482078923363""",junk,Exotic,Chest Armor,lostsectors,Hunter,1600,,10,Vault,false,false,4,13,,9,8,20,17,11,10,75,7,6,18,15,9,8,63,,,I think this exotic's usefulness has gone down in #endgame #pve with #void 3.0. The fireteam doesn't always need invis,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Leering Marrow*,Beyond The Veil*,,,,,
Dreamer's Mark,2426340790,"""6917529194229609670""",archive,Common,Titan Mark,campaign,Titan,21,,5,Vault,true,false,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Upgrade Armor*,,,,,,,,,,,,
Deep Explorer Boots,3798520466,"""6917529834110735146""",,Legendary,Leg Armor,duality,Warlock,1800,,10,Vault,true,false,5,17,,4,22,17,24,9,4,80,2,20,10,22,7,2,63,,,high total,Minor Recovery Mod*,Erebos Glance*,Upgrade Armor*,*,*,*,*,Boots of the Emperor's Minister*,,,,,
Bond of Detestation,2915322487,"""6917529899031787984""",infuse,Legendary,Warlock Bond,nightmare,Warlock,1810,,1,Vault,false,false,6,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rootofnightmares,,,Upgrade Armor*,,,,,,,,,,,,
Mask of Detestation,4123705451,"""6917529899027160841""",infuse,Legendary,Helmet,nightmare,Warlock,1810,,1,Vault,false,false,6,20,,14,2,15,9,13,9,62,14,2,15,9,13,9,62,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Path of Xol,3229616835,"""6917529824491202580""",,Legendary,Leg Armor,kf,Warlock,1600,,1,Vault,true,false,5,18,,13,2,16,22,8,2,63,13,2,16,22,8,2,63,kingsfall,,#raid,Upgrade Armor*,*,*,*,*,,,,,,,,
Retro-Grade TG2,3809138207,"""6917529899327099773""",infuse,Legendary,Gauntlets,legendaryengram,Titan,1805,,2,Vault,false,false,4,15,,2,13,11,12,2,14,54,2,13,11,12,2,14,54,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Tangled Web Plate,2185244404,"""6917529899322024071""",infuse,Legendary,Chest Armor,legendaryengram,Titan,1804,,1,Vault,false,false,4,15,,8,16,2,6,17,2,51,8,16,2,6,17,2,51,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Wild Hunt Plate,3351935136,"""6917529292583541462""",archive,Legendary,Chest Armor,seasonpass,Titan,1600,,10,Vault,true,false,4,12,,8,10,21,9,22,8,78,6,8,19,7,20,6,66,,,"#pvp, high recovery + high intellect",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Technosaurus Plate*,,,,,,
Raiden Flux,2766109872,"""6917529443803672834""",,Exotic,Chest Armor,,Hunter,1600,,1,Vault,true,false,1,1,,4,11,20,2,20,10,67,4,11,20,2,20,10,67,,,"#arc, #pve, high recovery + high intellect",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Nano Redux*,Synapse Junctions*,,,,,
Grasps of the Taken King,409820272,"""6917529905449389175""",infuse,Legendary,Gauntlets,dungeon,Hunter,1810,,1,Vault,false,false,6,21,,7,22,2,13,9,8,61,7,22,2,13,9,8,61,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
War Mantis,803939997,"""6917529142491077973""",,Rare,Gauntlets,campaign,Hunter,1600,,10,Vault,true,false,2,4,,14,6,35,2,2,2,61,12,4,33,0,0,0,49,,,hgih mobility + high recovery,Mercurian Sunrise*,Upgrade Armor*,*,*,*,*,,,,,,,
No Backup Plans,3267996858,"""6917529854983852603""",,Exotic,Gauntlets,lostsectors,Titan,1600,,1,Vault,false,false,4,15,,17,13,2,2,24,7,65,17,13,2,2,24,7,65,,No Backup Plans - ,"#void #pvp, high intellect",Erebos Glance*,Upgrade Armor*,*,*,*,*,Piezoelectric Stratagem*,Force Multiplier*,,,,,
Geomag Stabilizers,121305948,"""6917529293211251210""",junk,Exotic,Leg Armor,,Warlock,1600,,10,Vault,false,false,2,4,,9,11,18,15,13,8,74,7,9,16,13,11,6,62,,,"#arc, #pve",Melchizedek Bramble*,Upgrade Armor*,*,*,*,*,Alternate Conduction*,Close Enough*,,,,,
Kairos Function Grips,1193359281,"""6917529746094485180""",,Legendary,Gauntlets,,Hunter,1600,,10,Vault,true,false,4,15,,17,4,17,27,4,8,77,15,2,15,25,2,6,65,,,high total + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Candescent Gauntlets,1068450901,"""6917529805016779547""",archive,Legendary,Gauntlets,events,Titan,1600,,10,Vault,true,false,5,17,Solstice,4,22,14,4,30,4,78,2,20,12,2,28,2,66,,,high resilience + high intellect,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Epialos Following Gauntlets*,,,,,,
Deep Explorer Mask,4047213660,"""6917529806518483945""",,Legendary,Helmet,duality,Hunter,1600,,1,Vault,false,false,5,17,,7,24,2,12,16,2,63,7,24,2,12,16,2,63,artifice,,"high resilience, #replace id:""6917529806518483896""",Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Mantle of Battle Harmony,3301944824,"""6917529899050564470""",infuse,Exotic,Chest Armor,lostsectors,Warlock,1810,,1,Vault,false,false,4,13,,8,7,15,6,14,10,60,8,7,15,6,14,10,60,,,,Upgrade Armor*,*,*,*,*,Absorption Cells*,,,,,,,
Lightkin Grips,3479737253,"""6917529474036419156""",,Legendary,Gauntlets,servitor,Hunter,1600,,10,Vault,true,false,4,14,,4,4,29,23,4,12,76,2,2,27,21,2,10,64,,,high recovery + high discipline,Abyssinian Gold*,Upgrade Armor*,*,*,*,*,,,,,,,
Techeun's Regalia Strides,4290220099,"""6917529902959294402""",,Legendary,Leg Armor,seasonpass,Hunter,1800,,1,Vault,false,false,6,20,,2,7,23,20,10,2,64,2,7,23,20,10,2,64,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Queen's Favor*,,,,,,,
Fr0st-EE5,609852545,"""6917529286699735239""",junk,Exotic,Leg Armor,,Hunter,1600,,10,Vault,false,false,1,3,,11,10,17,11,21,4,74,9,8,15,9,19,2,62,,,"#neutral, #casual #pve, #pvp, high recovery + high intellect",Amethyst Veil*,Upgrade Armor*,*,*,*,*,Rapid Cooldown*,,,,,,
Deep Explorer Grasps,1148597205,"""6917529806525312599""",junk,Legendary,Gauntlets,duality,Hunter,1600,,10,Vault,false,false,5,17,,4,31,8,8,4,26,81,2,26,6,6,2,24,66,artifice,,high resilience + high strength,Impact Induction*,Focusing Strike*,Heavy Handed*,Warbrick*,Upgrade Armor*,*,*,*,*,Virtuous Grips*,Resilience-Forged*,Artifice Armor*,
Tusked Allegiance Vest,4144240158,"""6917529855306241217""",junk,Legendary,Chest Armor,psiops,Hunter,1600,,10,Vault,false,false,5,16,,4,28,4,8,4,26,74,2,26,2,6,2,24,62,,,high resilience + high strength,Upgrade Armor*,*,*,*,*,,,,,,,,
Techeun's Regalia Strides,4290220099,"""6917529902950521496""",,Legendary,Leg Armor,seasonpass,Hunter,1800,,1,Vault,false,false,6,20,,7,16,10,26,6,2,67,7,16,10,26,6,2,67,,,high total,Upgrade Armor*,*,*,*,*,Queen's Favor*,,,,,,,
Tangled Web Strides,4154021442,"""6917529899745065639""",infuse,Legendary,Leg Armor,legendaryengram,Hunter,1810,,3,Vault,false,false,4,15,,17,6,6,17,2,7,55,17,6,6,17,2,7,55,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Boots of Detestation,3702434452,"""6917529888931960678""",infuse,Legendary,Leg Armor,nightmare,Warlock,1810,,2,Vault,false,false,6,20,,28,2,2,12,15,2,61,28,2,2,12,15,2,61,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Vest of the Great Hunt,2180477077,"""6917529903415706960""",,Legendary,Chest Armor,lastwish,Hunter,1800,,3,Vault,false,false,4,12,,2,15,16,16,13,2,64,2,15,16,16,13,2,64,lastwish,,"high total, #replace tm-earp ?",Upgrade Armor*,*,*,*,*,,,,,,,,
Prime Zealot Mask,586128500,"""6917529450862848596""",,Legendary,Helmet,vaultofglass,Hunter,1600,,10,Vault,true,false,4,14,,4,12,22,21,14,4,77,2,10,20,19,12,2,65,vaultofglass, - Shards of Galanor - ,"#pve, high recovery + high discipline",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Pyrrhic Ascent Mask*,,,,,,
Wing Contender,3091776080,"""6917529561650182710""",,Legendary,Gauntlets,crucible,Hunter,1600,,10,Vault,true,false,3,11,,24,9,4,29,4,4,74,22,7,2,27,2,2,62,,,high mobility + high discipline,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Epialos Following Grasps*,,,,,,
Vest of the Great Hunt,2180477077,"""6917529903256953257""",,Legendary,Chest Armor,lastwish,Hunter,1800,,5,Vault,true,false,4,12,,2,21,8,21,9,2,63,2,21,8,21,9,2,63,lastwish,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Tusked Allegiance Hood,849255710,"""6917529760210090883""",,Legendary,Helmet,psiops,Warlock,1600,,10,Vault,true,false,5,16,,8,26,4,28,4,4,74,6,24,2,26,2,2,62,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Techeun's Regalia Mask,2598029856,"""6917529902944259881""",,Legendary,Helmet,seasonpass,Hunter,1800,,2,Vault,false,false,6,20,,10,20,2,24,6,2,64,10,20,2,24,6,2,64,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Queen's Favor*,,,,,,,
Twisting Echo Vest,3587911011,"""6917529546814871685""",,Legendary,Chest Armor,30th,Hunter,1600,,1,Vault,false,false,4,15,,7,9,14,15,7,10,62,7,9,14,15,7,10,62,artifice,,keep until better artifice armor,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Foetracer,896224899,"""6917529899756498335""",,Exotic,Helmet,,Hunter,1810,,1,Vault,false,false,1,1,,14,16,6,24,2,6,68,14,16,6,24,2,6,68,,,high total,Upgrade Armor*,*,*,*,*,Relentless Tracker*,,,,,,,
Tusked Allegiance Gloves,119228495,"""6917529867578952490""",junk,Legendary,Gauntlets,psiops,Warlock,1770,,10,Vault,false,false,5,16,,9,36,4,25,4,9,87,7,24,2,23,2,7,65,,PvP Eye of Another World - ,high resilience + high discipline,Resilience Mod*,Firepower*,Momentum Transfer*,Impact Induction*,Iron Countershade*,Upgrade Armor*,*,*,*,*,Valkyrian Gloves*,,
Techeun's Regalia Vest,3995603239,"""6917529902944253205""",,Legendary,Chest Armor,seasonpass,Hunter,1800,,2,Vault,true,false,6,20,,2,16,15,20,12,2,67,2,16,15,20,12,2,67,,,high total,Upgrade Armor*,*,*,*,*,Queen's Favor*,,,,,,,
Lost Pacific Vest,1833326563,"""6917529807398145790""",junk,Legendary,Chest Armor,,Hunter,1600,,10,Vault,false,false,4,15,,4,32,4,15,16,4,75,2,30,2,13,14,2,63,,,high resilience,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Empyrean Cartographer Vest*,,,,,,
Vest of the Ace-Defiant,2232730709,"""6917529207180348542""",,Legendary,Chest Armor,dcv,Hunter,1600,,10,Vault,true,false,3,11,,8,9,20,24,4,9,74,6,7,18,22,2,7,62,,,high recovery + high discipline,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Nemean Cuirass*,,,,,,
Illuminus Grasps (Magnificent),2245996336,"""6917529420810143017""",archive,Legendary,Gauntlets,events,Hunter,1600,,10,Vault,true,false,4,14,Solstice,8,4,28,4,24,9,77,6,2,26,2,22,7,65,,,high recovery + high intellect,Deprecated Armor Mod*,Carminica*,Upgrade Armor*,*,*,*,*,Dendrite Shimmer Grips*,,,,,
Twisting Echo Grips,2308793821,"""6917529552497900613""",archive,Legendary,Gauntlets,30th,Hunter,1600,,10,Vault,true,false,4,15,,13,4,19,10,25,4,75,11,2,17,8,23,2,63,,PvP Stompees,high intellect + high total,Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Wild Hunt Grasps*,,,,,,
Lightkin Strides,3827066919,"""6917529590901652248""",,Legendary,Leg Armor,servitor,Hunter,1600,,10,Vault,true,false,4,14,,4,4,28,26,4,8,74,2,2,26,24,2,6,62,,,high recovery + high discipline,Amethyst Veil*,Upgrade Armor*,*,*,*,*,Iron Symmachy Strides*,,,,,,
Phoenix Protocol,4057299719,"""6917529899084472231""",infuse,Exotic,Chest Armor,,Warlock,1810,,1,Vault,false,false,2,4,,10,9,15,11,17,2,64,10,9,15,11,17,2,64,,,,Upgrade Armor*,*,*,*,*,Battle-Hearth*,,,,,,,
Twisting Echo Grips,2308793821,"""6917529552533358675""",,Legendary,Gauntlets,30th,Hunter,1600,,10,Vault,true,false,4,15,,13,4,24,20,4,12,77,11,2,19,18,2,10,62,artifice,Stompees,high recovery + high discipline,Bloody Tooth*,Upgrade Armor*,*,*,*,*,Luxe Sleeves*,Recovery-Forged*,Artifice Armor*,,,,
Deep Explorer Gloves,3260781446,"""6917529876728461542""",,Legendary,Gauntlets,duality,Warlock,1799,,10,Vault,false,false,5,17,,4,17,15,18,14,4,72,2,15,13,16,12,2,60,artifice,,high total,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Robes of the Emperor's Minister,1230192769,"""6917529197657682679""",junk,Legendary,Chest Armor,dcv,Warlock,1600,,10,Vault,false,false,3,11,,9,8,22,26,4,8,77,7,6,20,24,2,6,65,, - Last Wish - ,high recovery + high discipline,Crucible Redjack*,Upgrade Armor*,*,*,*,*,Pyrrhic Ascent Vestment*,,,,,,
Chasm of Yul,3921733799,"""6917529817385575921""",junk,Legendary,Chest Armor,kf,Warlock,1600,,10,Vault,false,false,5,18,,4,10,22,23,10,4,73,2,8,20,21,8,2,61,kingsfall,,"#raid, high recovery + high discipline, replace iron fellowship robes",Metro Shift*,Upgrade Armor*,*,*,*,*,Atavistic Idol Vestments*,,,,,,
Stormdancer's Brace,1996008488,"""6917529899079373455""",,Exotic,Chest Armor,campaign,Warlock,1810,,1,Vault,false,false,3,8,,8,7,16,2,15,15,63,8,7,16,2,15,15,63,, - Stormdancers - ,#arc,Metro Shift*,Upgrade Armor*,*,*,*,*,Induction Ceremony*,Ascending Amplitude*,,,,,
Grips of the Great Hunt,3889633083,"""6917529906358802145""",,Legendary,Gauntlets,lastwish,Hunter,1800,,2,Vault,false,false,4,12,,2,15,14,20,2,10,63,2,15,14,20,2,10,63,lastwish,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Gloves of the Hezen Lords,3253292022,"""6917529629783158403""",,Legendary,Gauntlets,vaultofglass,Warlock,1600,,10,Vault,true,false,4,14,,4,9,26,25,10,4,78,2,7,24,23,8,2,66,vaultofglass,,"#raid, high recovery + high discipline",Basalt Toxic*,Upgrade Armor*,*,*,*,*,Corrupting Echo Gloves*,,,,,,
Boots of the Emperor's Agent,3853397100,"""6917529199884090738""",,Legendary,Leg Armor,dcv,Hunter,1600,,10,Vault,true,false,3,11,,14,11,12,27,4,8,76,12,9,10,25,2,6,64,, - Shards of Galanor - ,"#pve, high discipline",Recuperation*,Arc Weapon Surge*,Stacks on Stacks*,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Crystocrene Strides*,,,
Pathfinder's Legguards,2675526370,"""6917529450955623764""",archive,Legendary,Leg Armor,lost,Hunter,1600,,10,Vault,true,false,4,15,,8,4,28,9,22,4,75,6,2,26,7,20,2,63,,,high recovery + high intellect,Recuperation*,Arc Weapon Surge*,Stacks on Stacks*,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Dendrite Shimmer Strides*,,,
Frumious Cloak,748838194,"""6917529902966809497""",infuse,Legendary,Hunter Cloak,ikora,Hunter,1810,,1,Vault,false,false,4,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Upgrade Armor*,,,,,,,,,,,,
Grips of the Great Hunt,3889633083,"""6917529906364750606""",,Legendary,Gauntlets,lastwish,Hunter,1800,,4,Vault,false,false,4,12,,7,2,23,17,12,2,63,7,2,23,17,12,2,63,lastwish,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Mantle of Battle Harmony,3301944824,"""6917529899089387635""",,Exotic,Chest Armor,lostsectors,Warlock,1810,,10,Vault,false,false,4,13,,4,13,22,20,8,8,75,2,11,20,18,6,6,63,,,high total,Testudo*,Upgrade Armor*,*,*,*,*,Rosined Drone*,Absorption Cells*,,,,,
Deep Explorer Gauntlets,2616310259,"""6917529796101935371""",,Legendary,Gauntlets,duality,Titan,1600,,10,Vault,false,false,5,17,,4,18,15,16,4,17,74,2,16,13,14,2,15,62,,,"#pve, high total",Upgrade Armor*,*,*,*,*,,,,,,,,
Strides of the Great Hunt,2298096557,"""6917529903077333563""",,Legendary,Leg Armor,lastwish,Hunter,1800,,1,Vault,true,false,4,12,,2,15,15,16,16,2,66,2,15,15,16,16,2,66,lastwish,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Winter's Guile,3844826443,"""6917529889402416757""",infuse,Exotic,Gauntlets,,Warlock,1810,,1,Vault,false,false,1,1,,15,14,4,12,2,20,67,15,14,4,12,2,20,67,,,,Upgrade Armor*,*,*,*,*,Warlord's Sigil*,,,,,,,
Khepri's Sting,2757274117,"""6917529855588922814""",archive,Exotic,Gauntlets,,Hunter,1600,,1,Vault,true,false,2,7,,13,14,6,2,15,15,65,13,14,6,2,15,15,65,,,#pvp,Upgrade Armor*,*,*,*,*,Touch of Venom*,,,,,,,
Techeun's Regalia Hood,3056490591,"""6917529883728571209""",junk,Legendary,Helmet,seasonpass,Warlock,1800,,10,Vault,false,false,6,20,,4,25,9,26,4,9,77,2,23,7,24,2,7,65,, - Threadlings - ,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Queen's Favor*,,,,,,,
Antaeus Wards,2423243921,"""6917529857304128175""",archive,Exotic,Leg Armor,,Titan,1600,,2,Vault,true,false,2,4,,10,17,7,29,2,2,67,10,17,7,29,2,2,67,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Reflective Vents*,,,,,,,
Mask of Detestation,4123705451,"""6917529883032670148""",,Legendary,Helmet,nightmare,Warlock,1809,,10,Vault,false,false,6,20,,4,30,4,9,22,4,73,2,28,2,7,20,2,61,rootofnightmares,,high resilience + high intellect,Darkwater Froth*,Upgrade Armor*,*,*,*,*,,,,,,,
ACD/0 Feedback Fence,2563444729,"""6917529804898078594""",,Exotic,Gauntlets,,Titan,1600,,1,Vault,false,false,1,1,,9,18,6,16,8,7,64,9,18,6,16,8,7,64,,,#pvp,Upgrade Armor*,*,*,*,*,Endless Loop*,Fury Conductors*,,,,,,
Corrupting Echo Boots,2663987096,"""6917529901267238309""",,Legendary,Leg Armor,30th,Warlock,1800,,10,Vault,true,false,4,15,,11,4,34,31,8,4,92,9,2,22,26,6,2,67,artifice,,high recovery + high discipline,Recovery Mod*,Upgrade Armor*,*,*,*,*,Discipline-Forged*,Artifice Armor*,,,,,
Transversive Steps,138282166,"""6917529629868307468""",,Exotic,Leg Armor,,Warlock,1600,,10,Vault,true,false,1,1,,9,4,27,8,25,4,77,7,2,25,6,23,2,65,,PvP Transversives,"#neutral, #pvp, high recovery + high intellect",Smudgepot Bruise*,Upgrade Armor*,*,*,*,*,Path to Convergence*,Strange Protractor*,,,,,
Candescent Helm,3967067356,"""6917529800044513887""",,Legendary,Helmet,events,Titan,1600,,10,Vault,true,false,5,17,Solstice,4,22,14,14,20,4,78,2,20,12,12,18,2,66,,,high total,Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Atavistic Idol Helmet*,,,,,,
Tusked Allegiance Helmet,2240729575,"""6917529760062212524""",junk,Legendary,Helmet,psiops,Titan,1600,,10,Vault,false,false,5,16,,4,14,20,16,17,4,75,2,12,18,14,15,2,63,,,"high total, id:6917529760062212524 is better but I'm not sure it makes enought of a difference",New Age Black Armory*,Upgrade Armor*,*,*,*,*,Knightly Noire Helm*,,,,,,
TM-Earp Custom Chaps,3715136417,"""6917529890066919811""",infuse,Legendary,Leg Armor,dungeon,Hunter,1810,,1,Vault,false,false,5,19,,8,13,9,14,10,6,60,8,13,9,14,10,6,60,artifice,,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Bond of the Great Hunt,3570956455,"""6917529210851977231""",,Legendary,Warlock Bond,lastwish,Warlock,1600,,10,Vault,true,false,4,12,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,lastwish, - Last Wish - ,#raid,Transcendent Blessing*,Iron Gold*,Upgrade Armor*,Taken Armaments*,,,,,,,,,
The Stag,2177524718,"""6917529900221522225""",infuse,Exotic,Helmet,,Warlock,1810,,1,Vault,false,false,1,2,,6,8,20,9,16,7,66,6,8,20,9,16,7,66,,,,Upgrade Armor*,*,*,*,*,Dearly Departed*,,,,,,,
Ophidian Aspect,3627185503,"""6917529156076730868""",,Exotic,Gauntlets,,Warlock,1805,,10,Vault,true,false,1,2,,5,16,16,16,14,4,71,3,14,14,14,12,2,59,,PvP Ophidian Aspects - ,"#neutral, #pvp",Crucible Redjack*,Upgrade Armor*,*,*,*,*,Coaxial Bonds*,Cobra Totemic*,,,,,
Bond of Sekris,574916072,"""6917529197317824109""",junk,Legendary,Warlock Bond,dcv,Warlock,1600,,10,Vault,false,false,3,11,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,, - PvP EoAW,#pvp,Kairos Bronze*,Upgrade Armor*,Eater of Worlds Ornament*,,,,,,,,,,
Sanguine Alchemy,3070555693,"""6917529900230253769""",,Exotic,Chest Armor,,Warlock,1810,,1,Vault,false,false,1,3,,2,16,15,8,7,16,64,2,16,15,8,7,16,64,,,,Upgrade Armor*,*,*,*,*,Blood Magic*,,,,,,,
Athrys's Embrace,2415768376,"""6917529855391878478""",,Exotic,Gauntlets,lostsectors,Hunter,1810,,10,Vault,true,false,4,12,,10,23,4,10,4,23,74,8,21,2,8,2,21,62,,Athrys's Embrace - ,"#pve, high resilience + high strength, #unstoppable",Seraphim Cloak*,Upgrade Armor*,*,*,*,*,Skittering Stinger*,,,,,,
Crystocrene Hood,1547733991,"""6917529855857999583""",,Legendary,Helmet,europa,Warlock,1806,,10,Vault,true,false,4,12,,4,17,20,24,8,4,77,2,15,13,22,6,2,60,,,"#pve, high resilience + high discipline",Minor Recovery Mod*,Kinetic Siphon*,Void Siphon*,Heavy Ammo Finder*,Seraphim Cloak*,Upgrade Armor*,*,*,*,*,Prodigal Hood*,,
Necrotic Grip,2780717641,"""6917529900235681969""",infuse,Exotic,Gauntlets,lostsectors,Warlock,1810,,1,Vault,false,false,4,12,,2,14,16,10,20,2,64,2,14,16,10,20,2,64,,,,Upgrade Armor*,*,*,*,*,Grasp of the Devourer*,,,,,,,
Osmiomancy Gloves,3259193988,"""6917529899142215872""",infuse,Exotic,Gauntlets,lostsectors,Warlock,1810,,2,Vault,false,false,5,16,,12,7,14,8,17,6,64,12,7,14,8,17,6,64,,,,Upgrade Armor*,*,*,*,*,Fervid Coldsnap*,,,,,,,
Crown of Tempests,3381022969,"""6917529798096065516""",,Exotic,Helmet,,Warlock,1810,,10,Vault,true,false,1,1,,5,32,5,18,4,18,82,3,30,3,16,2,16,70,, - Crown of Tempest - ,"#arc, #casual #pve, high resilience",Crucible Redjack*,Upgrade Armor*,*,*,*,*,Diadem of Deceit*,Conduction Tines*,,,,,
Getaway Artist,3084282676,"""6917529393561321183""",archive,Exotic,Gauntlets,,Warlock,1810,,1,Vault,true,false,2,6,,2,8,24,16,13,2,65,2,8,24,16,13,2,65,,,"#arc, #pvp #pve, high total",Upgrade Armor*,*,*,*,*,Ayrin's Swagger*,Dynamic Duo*,,,,,,
Eidolon Pursuant Veil,217647949,"""6917529780968019623""",archive,Legendary,Helmet,haunted,Warlock,1810,,10,Vault,true,false,5,17,,4,26,8,9,25,9,81,2,24,6,7,23,2,64,,,"#pve, high resilience + high intellect, should probably be replaced by id:""6917529857149013186""",Minor Strength Mod*,Arc Siphon*,Font of Wisdom*,Special Ammo Finder*,Photo Finish*,Upgrade Armor*,*,*,*,*,Facade of the Hezen Lords*,Visage of the Reaper*,
