Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Igneous Hammer,1973107014,"""6917529954796219389""",,Legendary,Hand Cannon,trials,Energy,Solar,1800,,Range,4,Vault,true,false,6,22,,95,69,92,81,14,0,0,42,120,30,9,37,0,0,0,0,0,0,0,0,0,23,false,0,0,,,"#pvp, #casual #pve",Aggressive Frame*,Polygonal Rifling,Smallbore*,Armor-Piercing Rounds,High-Caliber Rounds*,Heal Clip*,Precision Instrument*,Alacrity*,One Quiet Moment,Kill Tracker,Minor Spec*,Tier 4: Range*,,,,
Igneous Hammer,1973107014,"""6917529954798567607""",,Legendary,Hand Cannon,trials,Energy,Solar,1800,,Range,10,Vault,false,false,6,22,,95,69,92,80,14,0,0,40,120,30,9,52,0,0,0,0,0,0,0,0,0,23,false,0,1,,,#pvp,Aggressive Frame*,Fluted Barrel*,Full Bore,Armor-Piercing Rounds,High-Caliber Rounds*,Heal Clip*,Opening Shot*,Alacrity*,One Quiet Moment,Kill Tracker,Quick Access Sling*,Masterworked: Range*,Calus's Treasured*,,,
The Immortal,4039572196,"""6917529955033106758""",archive,Legendary,Submachine Gun,trials,KineticSlot,Strand,1800,,Range,4,Vault,true,false,6,20,,96,39,22,56,14,0,0,42,720,30,28,58,0,0,0,0,0,0,0,0,0,25,false,0,0,,,"#pvp, archiving incase rangefinders gets buffed again since this will be a VERY good roll",Aggressive Frame*,Arrowhead Brake,Smallbore*,Armor-Piercing Rounds,Ricochet Rounds*,Rangefinder*,Target Lock*,Alacrity*,One Quiet Moment,Field-Tested,Kill Tracker,Quick Access Sling*,Tier 4: Range*,Calus's Treasured*,,
Cataphract GL3,2738601016,"""6917529955035854224""",,Legendary,Grenade Launcher,trials,Power,Strand,1800,,Blast Radius,3,Vault,false,false,6,22,,69,63,0,0,13,63,30,69,120,47,6,47,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,#pve #dps,Adaptive Frame*,Confined Launch*,Countermass,Spike Grenades*,Alloy Casing,Envious Assassin*,Cascade Point*,Alacrity*,One Quiet Moment,Omolon Fluid Dynamics,Kill Tracker,Tier 3: Blast Radius*,,,,
The Immortal,4039572196,"""6917529955053778358""",,Legendary,Submachine Gun,trials,KineticSlot,Strand,1800,,Handling,10,Vault,true,false,6,20,,96,39,22,60,14,0,0,25,720,30,28,63,0,0,0,0,0,0,0,0,0,40,false,0,1,,,"#pvp, #casual #pve",Aggressive Frame*,Chambered Compensator,Full Bore*,Ricochet Rounds*,Light Mag,Threat Detector*,Target Lock*,Alacrity,One Quiet Moment,Field-Tested*,Kill Tracker,Icarus Grip*,Masterworked: Handling*,Calus's Treasured*,,
Igneous Hammer,1973107014,"""6917529955114287455""",,Legendary,Hand Cannon,trials,Energy,Solar,1800,,Range,5,Vault,false,false,6,22,,95,69,92,75,14,0,0,50,120,30,9,52,0,0,0,0,0,0,0,0,0,23,false,0,0,,,#pvp,Aggressive Frame*,Corkscrew Rifling,Fluted Barrel*,Ricochet Rounds*,Flared Magwell,Rapid Hit*,Opening Shot*,Alacrity*,One Quiet Moment,Kill Tracker,Quick Access Sling*,Tier 5: Range*,,,,
Unending Tempest,2510526114,"""6917529955114289409""",,Legendary,Submachine Gun,crucible,KineticSlot,Stasis,1800,,Reload Speed,2,Vault,true,false,6,22,,100,58,25,63,14,0,0,46,600,21,27,38,0,0,0,0,0,0,0,0,0,19,false,0,0,,,#pvp,Precision Frame*,Corkscrew Rifling,Fluted Barrel*,Accurized Rounds*,Extended Mag,Discord,Dynamic Sway Reduction*,Fragile Focus,Target Lock*,One Quiet Moment,Nadir Focus*,Kill Tracker,Counterbalance Stock*,Tier 2: Reload Speed*,,
Unexpected Resurgence,4005780578,"""6917529955190857536""",,Legendary,Glaive,trials,Energy,Arc,1800,,"Shield Duration, Charge Time",2,Vault,true,false,6,21,,0,74,80,70,0,0,0,0,55,30,5,56,0,0,0,0,0,0,0,0,52,22,false,0,0,,,#endgame #pve,Adaptive Glaive*,Supercooled Accelerator*,Tempered Truss Rod,Extended Mag*,Swap Mag,Replenishing Aegis*,Surrounded*,Alacrity*,One Quiet Moment,Kill Tracker,Major Spec*,Tier 2: Shield Duration*,Calus's Treasured*,,,
Unending Tempest,2510526114,"""6917529956374198703""",,Legendary,Submachine Gun,crucible,KineticSlot,Stasis,1800,,Reload Speed,4,Vault,true,false,6,22,,95,58,25,53,14,0,0,56,600,33,28,18,0,0,0,0,0,0,0,0,0,19,false,0,23,,,#casual #pve,Precision Frame*,Chambered Compensator*,Polygonal Rifling,Tactical Mag*,Steady Rounds,Demolitionist*,Gutshot Straight,Harmony,Target Lock*,One Quiet Moment,Nadir Focus*,Kill Tracker,Minor Spec*,Tier 4: Reload Speed*,Dreaming Spectrum*,
Empty Vessel,4255586669,"""6917529956376963309""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1800,,Blast Radius,1,Vault,true,false,4,14,,100,73,0,0,13,100,72,44,90,65,1,74,0,0,0,0,0,0,0,0,0,2,false,0,0,,,"#casual #pve, keep for perk choices",Lightweight Frame*,Volatile Launch,Countermass*,Proximity Grenades,Spike Grenades*,Quickdraw,Lead from Gold*,Threat Detector,Multikill Clip,Demolitionist*,One for All,Vanguard's Vindication*,Field-Tested,Kill Tracker,Major Spec*,Tier 1: Blast Radius*
Dragon's Breath,17096506,"""6917529958475013058""",,Exotic,Rocket Launcher,seasonpass,Power,Solar,1810,,,10,Warlock(1829),true,false,6,23,,55,70,0,0,20,100,67,27,15,37,1,92,0,0,0,0,0,0,0,0,0,10,false,0,651,,,"#endgame #pve #dps, #solar",Composite Propellant*,Volatile Launch*,Black Powder*,High Octane*,Short-Action Stock*,Kill Tracker,Dying Dream*,Dragon's Breath Catalyst*,,,,,,,,
Retold Tale,871900124,"""6917529959034719156""",,Legendary,Shotgun,dreaming,Energy,Void,1800,,Handling,1,Vault,false,false,6,23,,64,75,70,80,12,0,0,50,65,41,6,40,0,0,0,0,0,0,0,0,0,2,false,0,0,,,#pvp,Precision Frame*,Smoothbore,Corkscrew Rifling*,Assault Mag,Accurized Rounds*,Slideshot*,Killing Wind*,Advanced Reflexes*,Kill Tracker,Tier 1: Handling*,,,,,,
Zaouli's Bane,431721920,"""6917529959314015599""",,Legendary,Hand Cannon,kf,Energy,Solar,1800,,Reload Speed,10,Titan(1828),true,false,5,18,,89,77,84,55,14,0,0,59,140,73,13,48,0,0,0,0,0,0,0,0,0,19,true,67,2570,,"Solar, Strand","#casual #pve, #overload",Adaptive Frame*,Hammer-Forged Rifling*,Flared Magwell*,Explosive Payload*,Incandescent*,Runneth Over*,Kill Tracker,Nightfall Memento*,Backup Mag*,Crucible Horizon*,,,,,,
Naeem's Lance,2806569825,"""6917529960441559252""",,Legendary,Sniper Rifle,dungeon,KineticSlot,Strand,1800,,Reload Speed,2,Vault,false,false,6,23,,84,76,55,46,37,0,0,40,140,57,5,70,0,0,0,0,0,0,0,0,0,4,false,0,0,,,"discord seems interesting for a #casual #pve weapon, since it refunds ammo on kills",Rapid-Fire Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accurized Rounds*,Extended Mag,Discord*,Precision Instrument*,Sundering*,Kill Tracker,Tier 2: Reload Speed*,,,,,,
Dragoncult Sickle,3668817296,"""6917529961534527533""",infuse,Legendary,Sword,dungeon,Power,Strand,1810,,Impact,1,Vault,false,false,6,23,,0,0,58,0,0,0,0,0,0,0,67,0,0,0,0,50,40,0,40,40,0,0,false,0,0,,,,Caster Frame*,Enduring Blade*,Jagged Edge,Tempered Edge,Balanced Guard*,Heavy Guard,Demolitionist*,Surrounded*,Sundering*,Kill Tracker,Tier 1: Impact*,Gambit Jadestone*,,,,
Indebted Kindness,3381450498,"""6917529961536950547""",,Legendary,Sidearm,dungeon,Energy,Arc,1810,,Stability,1,Vault,true,false,6,23,,60,80,0,25,18,50,61,49,100,38,9,40,0,0,0,0,0,0,0,0,0,11,false,0,0,,,#casual #pve,Rocket-Assisted Frame*,Volatile Launch*,Hard Launch,High-Velocity Rounds*,Implosion Rounds,Beacon Rounds*,Voltshot*,Sundering*,Kill Tracker,Major Spec*,Tier 1: Stability*,Crucible Redjack*,,,,
Nox Perennial V,2767393525,"""6917529961793189573""",,Legendary,Fusion Rifle,legendaryengram,KineticSlot,Strand,1800,,"Charge Time, Impact",1,Vault,true,false,6,22,,95,59,94,45,15,0,0,24,0,16,6,28,956,0,0,0,0,0,0,0,0,6,false,0,0,,,#endgame #pve. really only keeping this bc the origin trait. scatter signal seems better otherwise,High-Impact Frame*,Arrowhead Brake*,Fluted Barrel,Enhanced Battery*,Particle Repeater,Lead from Gold*,Controlled Burst*,Wild Card*,Kill Tracker,Tier 1: Charge Time*,,,,,,
Dragoncult Sickle,3668817296,"""6917529961799773852""",,Legendary,Sword,dungeon,Power,Strand,1800,,Impact,3,Vault,false,false,6,23,,0,0,59,0,0,0,0,0,0,0,67,0,0,0,0,50,0,0,90,40,0,0,false,0,0,,,#endgame #pve,Caster Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Enduring Guard*,Swordmaster's Guard,Slice*,Surrounded*,Sundering*,Kill Tracker,Tier 3: Impact*,,,,,
Harsh Language,1606497639,"""6917529962023049645""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1800,,Reload Speed,10,Vault,true,false,6,20,,100,71,0,0,13,100,83,30,72,85,1,76,0,0,0,0,0,0,0,0,0,3,false,0,0,,,#casual #pve,Wave Frame*,Volatile Launch,Countermass*,High-Velocity Rounds*,Implosion Rounds,Field Prep,Envious Assassin*,Destabilizing Rounds*,Field-Tested*,Kill Tracker,Major Spec*,Masterworked: Reload Speed*,Luminous Void*,,,
Retraced Path,548958835,"""6917529962791146971""",,Legendary,Trace Rifle,30th,Energy,Solar,1800,,Reload Speed,10,Vault,true,false,4,15,,94,100,6,76,16,0,0,87,1000,65,94,46,0,0,0,0,0,0,0,0,0,10,true,17,9,,,#pve,Adaptive Frame*,Smallbore*,Tactical Battery*,Adaptive Munitions*,Incandescent*,Hot Swap*,Kill Tracker,Empty Memento Socket*,Major Spec*,Opaline Shatter*,,,,,,
Buried Bloodline,3886719505,"""6917529963340932087""",,Exotic,Sidearm,dungeon,Energy,Void,1810,,,10,Vault,true,false,6,23,,99,89,0,35,18,0,84,57,100,36,9,55,0,0,0,0,0,0,0,0,0,22,false,0,798,,,"#casual #pve, #void",Hungering Quarrel*,Hard Launch*,Flared Magwell*,Violent Reanimation*,Hand-Laid Stock*,Kill Tracker,Buried Bloodline Catalyst*,,,,,,,,,
Round Robin,2034215657,"""6917529964677593567""",,Legendary,Hand Cannon,neomuna,KineticSlot,Strand,1800,,Reload Speed,10,Vault,true,false,6,20,,97,58,92,56,14,0,0,30,120,32,10,24,0,0,0,0,0,0,0,0,0,14,true,17,56,,,"#casual #pve, #strand",Aggressive Frame*,Polygonal Rifling*,Appended Mag*,Fourth Time's the Charm*,Hatchling*,Nanotech Tracer Rockets*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Forbidden Wish*,,,,,,
Undercurrent (Adept),672957262,"""6917529965219783774""",,Legendary,Grenade Launcher,nightfall,Energy,Arc,1810,,Reload Speed,10,Vault,true,false,6,23,,63,77,0,0,13,98,100,15,72,89,1,72,0,0,0,0,0,0,0,0,0,4,false,0,73,,,#casual #pve,Wave Frame*,Hard Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Field Prep,Demolitionist*,Voltshot*,Stunning Recovery,Vanguard's Vindication*,Kill Tracker,Minor Spec*,Masterworked: Reload Speed*,Tyrian Abyss*,,
Briar's Contempt,1491665733,"""6917529965282452774""",,Legendary,Linear Fusion Rifle,nightmare,Power,Solar,1800,,Reload Speed,10,Titan(1828),true,false,6,20,,100,67,41,53,23,0,0,49,0,35,6,43,533,0,0,0,0,0,0,0,0,14,true,24,18,,Raid,"#endgame #pve, #dps",Aggressive Frame*,Arrowhead Brake*,Enhanced Battery*,Rewind Rounds*,Surrounded*,Harmonic Resonance*,Kill Tracker,Nightfall Memento*,Boss Spec*,Ego Malign*,,,,,,
Undercurrent (Adept),672957262,"""6917529965297172689""",archive,Legendary,Grenade Launcher,nightfall,Energy,Arc,1810,,Velocity,3,Vault,true,false,6,23,,63,77,0,0,13,100,92,27,72,79,1,69,0,0,0,0,0,0,0,0,0,4,false,0,0,,,#casual #pve. I think this needs 5 shots for attrition orbs which ... kinda blows.,Wave Frame*,Linear Compensator*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Lead from Gold,Demolitionist*,Attrition Orbs*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 3: Velocity*,,,,
Swordbreaker,3163900678,"""6917529965496115333""",,Legendary,Shotgun,crota,KineticSlot,Strand,1800,,Range,10,Titan(1828),true,true,6,22,,56,50,65,69,12,0,0,41,80,58,6,73,0,0,0,0,0,0,0,0,0,4,true,57,340,,"Wormgod Caress - , Strand","#endgame #pve, #strand",Lightweight Frame*,Full Choke*,Accurized Rounds*,Demolitionist*,One-Two Punch*,Cursed Thrall*,Kill Tracker,Nightfall Memento*,Major Spec*,Forbidden Wish*,,,,,,
Word of Crota,120706239,"""6917529965498575801""",,Legendary,Hand Cannon,crota,Energy,Void,1800,,Reload Speed,10,Hunter(1828),true,false,6,22,,100,78,78,46,14,0,0,52,180,82,13,31,0,0,0,0,0,0,0,0,0,20,true,17,60,,"Gyrfalcon's Hauberk - , Void",#casual #pve,Precision Frame*,Full Bore*,Flared Magwell*,Repulsor Brace*,Destabilizing Rounds*,Cursed Thrall*,Kill Tracker,Nightfall Memento*,Backup Mag*,Luminous Void*,,,,,,
Heritage,4248569242,"""6917529965571740914""",,Legendary,Shotgun,deepstonecrypt,KineticSlot,Kinetic,1800,,Range,10,Vault,true,false,4,12,,90,68,70,88,12,0,0,43,65,45,6,80,0,0,0,0,0,0,0,0,0,5,true,17,0,,,#pvp,Pinpoint Slug Frame*,Arrowhead Brake*,Accurized Rounds*,Slideshot*,Snapshot Sights*,Bray Inheritance*,Kill Tracker,Nightfall Memento*,Quick Access Sling*,Calus's Treasured*,,,,,,
Albedo Wing,2680976411,"""6917529968786257728""",,Legendary,Glaive,events,Energy,Arc,1800,,"Shield Duration, Charge Time",2,Vault,false,false,6,23,The Dawning,0,68,95,65,0,0,0,0,45,35,4,35,0,0,0,0,0,0,0,0,42,11,false,0,0,hakke,,"#casual/#endgame #pve, need to test tracking shots",Aggressive Glaive*,Low-Impedance Windings*,Auxiliary Reserves,Appended Mag*,Light Mag,Beacon Rounds*,Close to Melee*,Dawning Surprise,Hakke Breach Armaments*,Kill Tracker,Tier 2: Shield Duration*,,,,,
Geodetic HSm,3637669759,"""6917529968791148282""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,2,Vault,false,false,6,22,,0,0,63,0,0,0,0,0,0,0,64,0,0,0,0,47,80,0,0,40,0,0,false,0,0,,,"#void, #casual #pve",Adaptive Frame*,Hungry Edge*,Honed Edge,Jagged Edge,Burst Guard*,Enduring Guard,Repulsor Brace*,Destabilizing Rounds*,Nadir Focus*,Kill Tracker,Tier 2: Impact*,,,,,
Avalanche,4220529694,"""6917529968807710632""",,Legendary,Machine Gun,events,Power,Solar,1800,,Reload Speed,2,Vault,true,false,6,23,The Dawning,80,90,41,60,19,0,0,50,450,61,57,35,0,0,0,0,0,0,0,0,0,6,false,0,0,suros,,#endgame #pve,Adaptive Frame*,Chambered Compensator*,Hammer-Forged Rifling,Accurized Rounds*,Alloy Magazine,Stats for All,Rewind Rounds*,Target Lock*,Dawning Surprise,Suros Synergy*,Kill Tracker,Tier 2: Reload Speed*,,,,
Cold Front,3206190066,"""6917529969008320351""",,Legendary,Submachine Gun,events,KineticSlot,Kinetic,1800,,Handling,10,Warlock(1829),true,false,6,23,The Dawning,100,29,22,50,14,0,0,12,720,29,31,53,0,0,0,0,0,0,0,0,0,15,false,0,681,hakke,Arc,"#casual/#endgame #pve, Attrition orbs + rewinds lets you make 3 orbs every 2 mags. Few mag add-ons give 2 in 1 mag.",Aggressive Frame*,Extended Barrel*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Enlightened Action,Rewind Rounds*,Attrition Orbs*,Dawning Surprise,Hakke Breach Armaments*,Kill Tracker,Backup Mag*,Masterworked: Handling*,Luminous Void*,,
Delicate Tomb,374573733,"""6917529969822177712""",,Exotic,Fusion Rifle,,Energy,Arc,1810,,,10,Vault,true,false,5,18,,95,35,60,29,15,0,0,37,0,48,6,86,500,0,0,0,0,0,0,0,0,6,false,0,710,,,"#casual #pve, #arc",Traitor's Vessel*,Fluted Barrel*,Liquid Coils*,Tempest Cascade*,Short-Action Stock*,Kill Tracker,Avant-Garde Mausoleum*,Delicate Tomb Catalyst*,,,,,,,,
Marcato-45,4233375372,"""6917529971430578823""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1800,,Range,3,Vault,true,false,6,23,,80,65,41,55,16,0,0,56,450,58,57,57,0,0,0,0,0,0,0,0,0,11,false,0,0,suros,,#casual #pve,Adaptive Frame*,Corkscrew Rifling,Smallbore*,Tactical Mag*,Alloy Magazine,Slice*,Onslaught*,Suros Synergy*,Kill Tracker,Major Spec*,Tier 3: Range*,,,,,
Uzume RR4,2450917538,"""6917529971931531489""",,Legendary,Sniper Rifle,nightfall,Energy,Solar,1800,,Stability,3,Vault,true,false,6,23,,75,67,70,67,50,0,0,63,90,60,4,46,0,0,0,0,0,0,0,0,0,3,false,0,4,omolon,,#casual #pve,Adaptive Frame*,Corkscrew Rifling,Smallbore*,Steady Rounds,Flared Magwell*,Lead from Gold*,Explosive Payload*,Stunning Recovery*,Vanguard's Vindication,Omolon Fluid Dynamics,Kill Tracker,Major Spec*,Tier 3: Stability*,Springtide Faint*,,
Luna Regolith III,1948035256,"""6917529971931532261""",,Legendary,Sniper Rifle,strikes,Energy,Solar,1800,,Range,10,Vault,true,false,6,22,,100,39,90,77,43,0,0,27,72,43,3,35,0,0,0,0,0,0,0,0,0,3,false,0,62,,,"#endgame #pve, with Flint Striker in the artifact, 1 shot will proc radiant",Aggressive Frame*,Arrowhead Brake*,Corkscrew Rifling,Appended Mag,Flared Magwell*,Field Prep*,Snapshot Sights,Demolitionist*,Vanguard's Vindication*,Wild Card,Kill Tracker,Major Spec*,Masterworked: Range*,Crucible Carmine*,,
Apex Predator,1851777734,"""6917529972205965976""",,Legendary,Rocket Launcher,lastwish,Power,Solar,1800,,Blast Radius,10,Hunter(1828),true,true,6,21,,61,68,0,0,20,5,61,55,20,11,1,61,0,0,0,0,0,0,0,0,0,3,true,38,86,,"Solar, Solar","#endgame #pve, this would be better suited for #gms than dps",Adaptive Frame*,Quick Launch*,Impact Casing*,Reconstruction*,Bipod*,Explosive Pact*,Kill Tracker,Empty Memento Socket*,Boss Spec*,Neon Jungle*,,,,,,
Subjunctive,1447836603,"""6917529972215753077""",,Legendary,Submachine Gun,,Energy,Arc,1800,,Reload Speed,10,Titan(1828),true,false,6,23,,92,52,15,33,13,0,0,49,900,53,36,66,0,0,0,0,0,0,0,0,0,12,true,10,98,,,"#casual/#endgame #pve, shoot to loot + attrition orbs is an interesting combo, since you can shoot the orbs you make",Lightweight Frame*,Smallbore*,Flared Magwell*,Shoot to Loot*,Attrition Orbs*,Nano-Munitions*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Copperbrand*,,,,,,
Wish-Keeper,2910326942,"""6917529972215759568""",,Exotic,Combat Bow,,KineticSlot,Strand,1810,,"Stability, Handling, Reload Speed",10,Vault,true,false,6,23,,80,70,76,0,18,0,0,47,0,50,0,84,0,612,72,0,0,0,0,0,0,14,true,10,100,,,#endgame/#casual #pve,Snareweaver IV*,Elastic String*,Fiberglass Arrow Shaft*,Silkbound Slayer*,Textured Grip*,Kill Tracker,Enduring Snare Refit*,,,,,,,,,
Appetence,4153087276,"""6917529972215760382""",,Legendary,Trace Rifle,seasonpass,KineticSlot,Stasis,1800,,Reload Speed,10,Vault,true,false,6,23,,93,100,6,82,15,0,0,87,1000,66,97,50,0,0,0,0,0,0,0,0,0,9,true,10,0,,,"#casual #pve, #stasis",Adaptive Frame*,Smallbore*,Tactical Battery*,Demolitionist*,One for All*,Dragon's Vengeance*,Kill Tracker,Empty Memento Socket*,Major Spec*,Dreaming Spectrum*,,,,,,
Adhortative,2993554824,"""6917529972215760913""",,Legendary,Pulse Rifle,,Energy,Solar,1800,,Reload Speed,10,Titan(1828),true,false,6,23,,91,61,29,46,17,0,0,60,390,49,37,52,0,0,0,0,0,0,0,0,0,10,true,16,197,,,"#casual/#endgame #pve, #solar",Adaptive Frame*,Arrowhead Brake*,Ricochet Rounds*,Heal Clip*,Incandescent*,Nano-Munitions*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Gambit Jadestone*,,,,,,
Chain of Command,3105930175,"""6917529974468351304""",,Legendary,Machine Gun,crucible,Power,Stasis,1600,,Range,10,Vault,true,false,5,17,,100,61,41,58,16,0,0,37,450,46,53,66,0,0,0,0,0,0,0,0,0,10,false,0,0,,"Renewal Grasps - , Stasis","#casual #pve, #stasis",Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist*,Adaptive Munitions,Kill Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Major Spec*,Masterworked: Range*,Luminous Void*,Insubordination*,
Qullim's Terminus,1321506184,"""6917529974473462476""",archive,Legendary,Machine Gun,kf,Power,Stasis,1800,,Reload Speed,10,Vault,true,false,5,18,,90,32,70,68,16,0,0,35,360,61,44,25,0,0,0,0,0,0,0,0,0,15,true,18,117,,,#casual #pve,High-Impact Frame*,Chambered Compensator*,Flared Magwell*,Unrelenting*,Headstone*,Runneth Over*,Kill Tracker,Empty Memento Socket*,Major Spec*,Sinking Feeling*,,,,,,
Acasia's Dejection,1471212226,"""6917529974475792763""",,Legendary,Trace Rifle,nightmare,Energy,Solar,1800,,Reload Speed,10,Vault,true,false,6,20,,96,100,6,79,16,0,0,80,1000,63,104,59,0,0,0,0,0,0,0,0,0,13,true,17,90,,,#casual #pve,Adaptive Frame*,Hammer-Forged Rifling*,Enhanced Battery*,Rewind Rounds*,Frenzy*,Harmonic Resonance*,Kill Tracker,Empty Memento Socket*,Major Spec*,Seven Sisters*,,,,,,
IKELOS_SG_v1.0.3,1168625549,"""6917529976079106577""",,Legendary,Shotgun,rasputin,Energy,Solar,1800,,Range,10,Titan(1828),true,false,5,19,,69,72,65,44,12,0,0,39,140,73,8,46,0,0,0,0,0,0,0,0,0,2,true,32,249,,Synthoceps - ,"#casual #pve, #endgame on titan with #strand grapple and synthos since it does HUGE chunk damage",Rapid-Fire Frame*,Full Choke*,Tactical Mag*,Pugilist*,One-Two Punch*,Rasputin's Arsenal*,Kill Tracker,Nightfall Memento*,Major Spec*,Dreaming Spectrum*,,,,,,
Age-Old Bond,424291879,"""6917529976081364212""",,Legendary,Auto Rifle,lastwish,Energy,Void,1800,,Reload Speed,10,Vault,true,false,6,21,,100,61,33,84,16,0,0,37,360,59,32,50,0,0,0,0,0,0,0,0,0,10,true,31,725,,,"#casual #pve, #void",High-Impact Frame*,Arrowhead Brake*,Flared Magwell*,Repulsor Brace*,Destabilizing Rounds*,Explosive Pact*,Kill Tracker,Lost Memento*,Minor Spec*,Twilight Keepsake*,,,,,,
The Supremacy,2884596447,"""6917529976081365170""",,Legendary,Sniper Rifle,lastwish,KineticSlot,Kinetic,1800,,Stability,10,Vault,true,false,6,21,,90,77,55,32,40,0,0,48,140,62,7,78,0,0,0,0,0,0,0,0,0,2,true,16,0,,,"#endgame #pve, #dps",Rapid-Fire Frame*,Arrowhead Brake*,Appended Mag*,Rewind Rounds*,Kinetic Tremors*,Explosive Pact*,Kill Tracker,Empty Memento Socket*,Major Spec*,Calus's Treasured*,,,,,,
Chattering Bone,501329015,"""6917529976081366726""",,Legendary,Pulse Rifle,lastwish,KineticSlot,Kinetic,1810,,Range,10,Warlock(1829),true,false,6,21,,87,71,27,43,17,0,0,59,450,80,33,82,0,0,0,0,0,0,0,0,0,10,true,27,637,,,#endgame #pve,Lightweight Frame*,Arrowhead Brake*,Flared Magwell*,Kill Clip*,Kinetic Tremors*,Explosive Pact*,Kill Tracker,Nightfall Memento*,Major Spec*,Melchizedek Bramble*,,,,,,
Scatter Signal,2558925366,"""6917529976083354420""",,Legendary,Fusion Rifle,,KineticSlot,Strand,1800,,Stability,10,Hunter(1828),true,false,6,23,,89,39,55,25,15,0,0,56,0,48,7,64,500,0,0,0,0,0,0,0,0,4,true,29,202,,"Raid, Solar, Solar","#endgame #pve, #strand, #dps",Rapid-Fire Frame*,Arrowhead Brake*,Particle Repeater*,Slice*,Controlled Burst*,Dragon's Vengeance*,Kill Tracker,Nightfall Memento*,Major Spec*,Atmospheric Glow*,,,,,,
Abyss Defiant,833898322,"""6917529979696601331""",,Legendary,Auto Rifle,crota,Energy,Solar,1800,,Range,10,Vault,true,false,6,22,,100,63,33,93,16,0,0,42,360,52,38,45,0,0,0,0,0,0,0,0,0,17,true,31,474,,,"#endgame #pve, #solar",High-Impact Frame*,Arrowhead Brake*,Flared Magwell*,Heal Clip*,Incandescent*,Cursed Thrall*,Kill Tracker,Lost Memento*,Backup Mag*,Twilight Keepsake*,,,,,,
Half-Truths,3257091166,"""6917529979700208481""",,Legendary,Sword,30th,Power,Arc,1800,,Impact,10,Hunter(1828),true,false,4,15,,0,0,62,0,0,0,0,0,0,0,68,0,0,0,0,20,0,0,90,40,0,0,true,19,21,,"Assassin's Cowl - , Dungeon",#casual #pve,Adaptive Frame*,Enduring Blade*,Enduring Guard*,Unrelenting*,Eager Edge*,Hot Swap*,Kill Tracker,Nightfall Memento*,Major Spec*,Sinking Feeling*,,,,,,
Crux Termination IV,1719687748,"""6917529979706730949""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1800,,Reload Speed,2,Vault,false,false,6,23,,80,31,0,0,20,35,67,33,25,59,1,12,0,0,0,0,0,0,0,0,0,5,false,0,0,,,"#endgame #pve, #dps",Aggressive Frame*,Volatile Launch*,Hard Launch,Black Powder,Impact Casing*,Clown Cartridge*,Explosive Light*,Wild Card*,Kill Tracker,Tier 2: Reload Speed*,Tortured Ivy*,,,,,
Supercluster,92459755,"""6917529979706731189""",,Legendary,Shotgun,,KineticSlot,Strand,1800,,Handling,10,Vault,true,false,6,23,,59,41,70,70,12,0,0,69,70,45,6,86,0,0,0,0,0,0,0,0,0,4,true,16,35,,,#casual #pve,Pinpoint Slug Frame*,Corkscrew Rifling*,Assault Mag*,Slice*,Surrounded*,Dragon's Vengeance*,Kill Tracker,Gambit Memento*,Major Spec*,Luminous Void*,,,,,,
Semiotician,2922749929,"""6917529979708193961""",,Legendary,Rocket Launcher,seasonpass,Power,Strand,1800,,Velocity,10,Titan(1828),true,false,6,22,,60,72,0,0,20,35,64,66,15,3,1,84,0,0,0,0,0,0,0,0,0,6,true,17,0,,,#casual/#endgame #pve,High-Impact Frame*,Quick Launch*,Impact Casing*,Field Prep*,Bipod*,Head Rush*,Kill Tracker,Empty Memento Socket*,Boss Spec*,Envious Touch*,,,,,,
